entry_time,ticker,direction,influence_score,net_return,pnl,relevance_score,signal_sense,signal_reason,tweet_text
2025-08-29 09:55:10,UUP,LONG,0.002948,-0.5607,-575.95,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"I am pleased to report that I have raised, since the Great Presidential Election of 2024, in various forms and political entities, in excess of 1.5 Billion Dollars. MAKE AMERICA GREAT AGAIN!!! Preside"
2025-09-05 10:16:38,UUP,LONG,0.004904,0.1661,56.56,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Jerry Nadler, one of the most disgusting Congressmen in USA History is, at long last, calling it “quits” - He’s finally leaving Congress! I’ve been beating this bum for 40 years, first as a New York C"
2025-09-04 19:48:08,USO,SHORT,-0.003331,-1.7925,-1831.85,0.0,SUSPECT,CorrelationDiscovery:+tweet_embedding_243,"a href="""" rel=""nofollow noopener noreferrer"" target=""_blank"" span class=""invisible"" /span span class=""ellipsis"" wsj.com/economy/trade/tariff-c /span span class=""invisible"" ase-could-give-trump-massive"
2025-09-08 12:52:32,USO,SHORT,-0.006205,-0.0937,-47.03,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Amazing phenomenon — Any Country that relies on Windmills is DEAD. Their Energy Costs have gone through the roof, and their populations are angry. Windmills aren’t only killing the birds, they’re “kil"
2025-09-08 14:29:28,USO,SHORT,-0.005528,0.1143,114.71,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Amazing phenomenon — Any Country that relies on Windmills is DEAD. Their Energy Costs have gone through the roof, and their populations are angry. Windmills aren’t only killing the birds, they’re “kil"
2025-09-08 16:50:44,USO,LONG,0.004716,1.656,276.95,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"“FEDS STOP 1,300 BARRELS OF METH CHEMICALS”::"
2025-08-25 04:00:00,DIA,LONG,0.002756,0.3726,15.64,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"I am pleased to announce that the Radical Left Representatives working at the Congressional Budget Office (CBO) have now admitted how incredible my Tariff strategy has been, saying that, “Trump’s Tari"
2025-09-10 04:01:20,DIA,LONG,0.001477,-0.263,-88.3,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_251,"I am pleased to announce that India, and the United States of America, are continuing negotiations to address the Trade Barriers between our two Nations. I look forward to speaking with my very good f"
2025-09-09 09:04:28,USO,LONG,0.004716,-1.8551,-1866.94,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"“FEDS STOP 1,300 BARRELS OF METH CHEMICALS”::"
2025-09-08 04:06:40,UUP,SHORT,-0.000769,0.0098,1.61,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Europe today “hit” another great American company, Google, with a $3.5 Billion Dollar fine, effectively taking money that would otherwise go to American Investments and Jobs. This is on top of the man"
2025-09-12 04:19:20,UUP,LONG,0.007916,0.137,7.57,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"I just informed Senator Ron Johnson that, based on his request, I am approving $29.8 Million Dollars for the wonderful State of Wisconsin to help them recover from the major storms and flooding they e"
2025-09-15 11:07:33,AMD,SHORT,-0.049339,0.2268,112.04,0.5,GOOD,CorrelationDiscovery:-tweet_embedding_97,"Governor Kathy Hochul of New York has Endorsed the “Liddle’ Communist,” Zohran Mamdani, running for Mayor of New York. This is a rather shocking development, and a very bad one for New York City. How "
2025-09-11 17:48:23,USO,SHORT,-0.008183,1.5008,296.22,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Senator Roger Marshall is an incredibly strong advocate for the wonderful people of Kansas, a State I love, and WON BIG, in 2016, 2020, and 2024! A distinguished Medical Doctor and U.S. Army Veteran, "
2025-08-21 09:05:16,TLT,SHORT,-0.005368,4.4358,1466.59,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"Could somebody please inform Jerome “Too Late” Powell that he is hurting the Housing Industry, very badly? People can’t get a Mortgage because of him. There is no Inflation, and every sign is pointing"
2025-08-28 09:06:56,IEF,LONG,0.018988,1.176,394.55,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"I have been fully briefed on the tragic shooting in Minneapolis, Minnesota. The FBI quickly responded and they are on the scene. The White House will continue to monitor this terrible situation. Pleas"
2025-09-15 12:40:14,TLT,SHORT,-0.016178,-0.3345,-28.19,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"“Too Late” MUST CUT INTEREST RATES, NOW, AND BIGGER THAN HE HAD IN MIND. HOUSING WILL SOAR!!! President DJT::"
2025-09-15 11:25:09,NVDA,LONG,0.026513,0.3675,53.25,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_184,"When Foreign Companies who are building extremely complex products, machines, and various other “things,” come into the United States with massive Investments, I want them to bring their people of exp"
2025-09-15 11:25:09,AMD,SHORT,-0.022391,0.9572,138.74,0.6,GOOD,CorrelationDiscovery:-tweet_embedding_97,"When Foreign Companies who are building extremely complex products, machines, and various other “things,” come into the United States with massive Investments, I want them to bring their people of exp"
2025-09-15 12:40:16,IEF,LONG,0.01708,-0.0957,-8.07,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"“Too Late” MUST CUT INTEREST RATES, NOW, AND BIGGER THAN HE HAD IN MIND. HOUSING WILL SOAR!!! President DJT::"
2025-09-15 11:25:10,QCOM,LONG,0.032044,0.4987,36.05,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_220,"When Foreign Companies who are building extremely complex products, machines, and various other “things,” come into the United States with massive Investments, I want them to bring their people of exp"
2025-09-12 09:30:00,UUP,LONG,0.007818,-0.8194,-92.79,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"I just informed Senator Ron Johnson that, based on his request, I am approving $29.8 Million Dollars for the wonderful State of Wisconsin to help them recover from the major storms and flooding they e"
2025-08-25 04:00:00,SPY,LONG,0.004439,2.5089,105.74,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"I am pleased to announce that the Radical Left Representatives working at the Congressional Budget Office (CBO) have now admitted how incredible my Tariff strategy has been, saying that, “Trump’s Tari"
2025-09-10 09:43:06,DIA,LONG,0.001477,0.3862,195.51,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_251,"I am pleased to announce that India, and the United States of America, are continuing negotiations to address the Trade Barriers between our two Nations. I look forward to speaking with my very good f"
2025-09-16 09:08:08,UUP,LONG,0.003773,-0.2737,-92.55,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Today, I have the Great Honor of bringing a $15 Billion Dollar Defamation and Libel Lawsuit against The New York Times, one of the worst and most degenerate newspapers in the History of our Country, b"
2025-09-17 09:30:00,UUP,SHORT,-0.00251,0.2043,69.02,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Why was the wonderful Turning Point under INVESTIGATION by “Deranged” Jack Smith and the Corrupt Incompetent Biden Administration. They tried to force Charlie, and many other people and movements, out"
2025-09-18 04:20:20,UUP,SHORT,-0.002036,0.5808,294.53,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Why was the wonderful Turning Point under INVESTIGATION by “Deranged” Jack Smith and the Corrupt Incompetent Biden Administration. They tried to force Charlie, and many other people and movements, out"
2025-09-19 09:35:00,UUP,SHORT,-0.002036,-0.5976,-607.91,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Why was the wonderful Turning Point under INVESTIGATION by “Deranged” Jack Smith and the Corrupt Incompetent Biden Administration. They tried to force Charlie, and many other people and movements, out"
2025-09-23 04:01:00,UUP,LONG,0.007787,0.1565,26.38,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"I just concluded a wonderful call with the Highly Respected President of Kazakhstan, Kassym-Jomart Kemeluly Tokayev. They have signed the largest Railroad Equipment Purchase in History, $4 Billion Dol"
2025-09-23 09:30:00,UUP,LONG,0.011564,-0.1783,-36.13,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Earlier this month I spoke with the Highly Respected President of Uzbekistan, Shavkat Mirziyoyev. Today I want to congratulate President Mirziyoyev on signing a GREAT Deal with Boeing! Worth over $8 B"
2025-09-15 11:25:23,USO,SHORT,-0.008093,1.1598,390.85,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"A LETTER SENT BY PRESIDENT DONALD J. TRUMP TO ALL NATO NATIONS AND, THE WORLD: “I am ready to do major Sanctions on Russia when all NATO Nations have agreed, and started, to do the same thing, and whe"
2025-09-16 09:04:36,TLT,SHORT,-0.018259,-0.7709,-130.41,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"“Too Late” MUST CUT INTEREST RATES, NOW, AND BIGGER THAN HE HAD IN MIND. HOUSING WILL SOAR!!! President DJT::"
2025-09-16 15:13:56,SPY,LONG,0.001903,0.3257,165.06,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"a href="""" rel=""nofollow noopener noreferrer"" target=""_blank"" span class=""invisible"" /span span class=""ellipsis"" wsj.com/economy/trade/tariff-c /span span class=""invisible"" ase-could-give-trump-massive"
2025-09-16 09:06:20,IEF,LONG,0.01708,-0.3563,-60.28,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"“Too Late” MUST CUT INTEREST RATES, NOW, AND BIGGER THAN HE HAD IN MIND. HOUSING WILL SOAR!!! President DJT::"
2025-09-23 15:40:35,USO,SHORT,-0.001475,0.1065,53.99,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,It was a great honor to speak before the United Nations. I believe the speech was very well received. It focused very much on energy and migration/immigration. I have been talking about this for a lon
2025-09-23 16:26:53,SPY,LONG,0.001122,0.1793,12.13,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Highly Respected President of Argentina, Javier Milei, has proven to be a truly fantastic and powerful Leader for the Great People of Argentina, advancing on all levels at record speed. He inherited a"
2025-09-24 04:03:07,DIA,LONG,0.00071,0.0506,12.85,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_251,"RT @rapidresponse47President @realDonaldTrump: In the event that Russia is not ready to make a deal to end the war, then the United States is fully prepared to impose a very strong round of powerful t"
2025-09-24 04:00:02,USO,SHORT,-0.003042,0.6778,172.07,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"RT @rapidresponse47President @realDonaldTrump: In the event that Russia is not ready to make a deal to end the war, then the United States is fully prepared to impose a very strong round of powerful t"
2025-09-23 16:26:52,TLT,LONG,0.008355,-0.3912,-26.46,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"Highly Respected President of Argentina, Javier Milei, has proven to be a truly fantastic and powerful Leader for the Great People of Argentina, advancing on all levels at record speed. He inherited a"
2025-09-23 17:29:01,IEF,SHORT,-0.001186,-0.207,-14.05,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"Highly Respected President of Argentina, Javier Milei, has proven to be a truly fantastic and powerful Leader for the Great People of Argentina, advancing on all levels at record speed. He inherited a"
2025-09-23 13:51:14,UUP,LONG,0.001669,0.6271,127.52,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"After reviewing the details of the unserious and ridiculous demands being made by the Minority Radical Left Democrats in return for their Votes to keep our thriving Country open, I have decided that n"
2025-09-24 09:30:00,UUP,LONG,0.002233,-0.0956,-13.9,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"After reviewing the details of the unserious and ridiculous demands being made by the Minority Radical Left Democrats in return for their Votes to keep our thriving Country open, I have decided that n"
2025-09-24 09:04:18,SPY,SHORT,-0.00119,-0.5217,-88.51,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Highly Respected President of Argentina, Javier Milei, has proven to be a truly fantastic and powerful Leader for the Great People of Argentina, advancing on all levels at record speed. He inherited a"
2025-09-24 09:05:06,TLT,LONG,0.005529,-0.029,-3.28,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"Highly Respected President of Argentina, Javier Milei, has proven to be a truly fantastic and powerful Leader for the Great People of Argentina, advancing on all levels at record speed. He inherited a"
2025-09-24 09:04:44,DIA,LONG,0.001218,-0.598,-101.37,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_251,"RT @rapidresponse47President @realDonaldTrump: In the event that Russia is not ready to make a deal to end the war, then the United States is fully prepared to impose a very strong round of powerful t"
2025-09-24 09:04:56,USO,LONG,0.001321,0.6817,77.02,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"RT @rapidresponse47President @realDonaldTrump: In the event that Russia is not ready to make a deal to end the war, then the United States is fully prepared to impose a very strong round of powerful t"
2025-09-24 09:14:00,IEF,SHORT,-0.007249,-0.1006,-11.37,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"Highly Respected President of Argentina, Javier Milei, has proven to be a truly fantastic and powerful Leader for the Great People of Argentina, advancing on all levels at record speed. He inherited a"
2025-09-24 19:45:37,UUP,LONG,0.001042,0.1554,26.32,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"The Democrats want Illegal Aliens, many of them VIOLENT CRIMINALS, to receive FREE Healthcare. The Democrats want $500 Million Dollars to help Radical Left News Outfits. The Democrats want to leave DE"
2025-09-25 04:00:00,SPY,LONG,0.001122,-0.5638,-47.93,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Highly Respected President of Argentina, Javier Milei, has proven to be a truly fantastic and powerful Leader for the Great People of Argentina, advancing on all levels at record speed. He inherited a"
2025-09-25 04:00:00,TLT,LONG,0.008355,-0.3278,-27.53,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"Highly Respected President of Argentina, Javier Milei, has proven to be a truly fantastic and powerful Leader for the Great People of Argentina, advancing on all levels at record speed. He inherited a"
2025-09-25 04:09:03,UUP,SHORT,-0.00072,0.268,38.67,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"I can’t believe ABC Fake News gave Jimmy Kimmel his job back. The White House was told by ABC that his Show was cancelled! Something happened between then and now because his audience is GONE, and his"
2025-09-25 04:00:00,USO,LONG,0.000392,-0.3672,-31.13,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,It was a great honor to speak before the United Nations. I believe the speech was very well received. It focused very much on energy and migration/immigration. I have been talking about this for a lon
2025-09-25 04:00:00,DIA,LONG,0.00071,-0.3018,-25.59,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_251,"RT @rapidresponse47President @realDonaldTrump: In the event that Russia is not ready to make a deal to end the war, then the United States is fully prepared to impose a very strong round of powerful t"
2025-09-25 04:02:10,IEF,LONG,0.026116,-0.2757,-47.33,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"I have been briefed on the deadly shooting at the ICE Field Office in Dallas, Texas. It has now been revealed the deranged shooter wrote “Anti-ICE” on his shell casings. This is despicable! The Brave "
2025-09-25 09:05:34,USO,SHORT,-0.001533,1.4858,376.66,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,It was a great honor to speak before the United Nations. I believe the speech was very well received. It focused very much on energy and migration/immigration. I have been talking about this for a lon
2025-09-25 09:04:33,SPY,LONG,0.001301,0.304,103.29,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Highly Respected President of Argentina, Javier Milei, has proven to be a truly fantastic and powerful Leader for the Great People of Argentina, advancing on all levels at record speed. He inherited a"
2025-09-25 09:04:36,TLT,LONG,0.007472,0.4313,146.7,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"Highly Respected President of Argentina, Javier Milei, has proven to be a truly fantastic and powerful Leader for the Great People of Argentina, advancing on all levels at record speed. He inherited a"
2025-09-25 09:05:40,DIA,LONG,0.001218,0.2984,152.45,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_251,"RT @rapidresponse47President @realDonaldTrump: In the event that Russia is not ready to make a deal to end the war, then the United States is fully prepared to impose a very strong round of powerful t"
2025-09-16 09:06:38,QCOM,LONG,0.037067,4.8656,553.2,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_220,"RT @realDonaldTrumpWhen Foreign Companies who are building extremely complex products, machines, and various other “things,” come into the United States with massive Investments, I want them to bring "
2025-09-25 09:14:43,IEF,SHORT,-0.002578,0.0759,8.6,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"Highly Respected President of Argentina, Javier Milei, has proven to be a truly fantastic and powerful Leader for the Great People of Argentina, advancing on all levels at record speed. He inherited a"
2025-09-26 09:04:25,SPY,LONG,0.002972,-0.1433,-24.58,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Great Numbers came out today on the Economy (3.8%!), and the SUCCESS we are having, but our Interest Rates are too high! If it weren’t for Jerome “Too Late” Powell, we would be at 2% right now, and in"
2025-09-26 09:04:45,DIA,LONG,0.000636,-0.0849,-9.71,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"We will be imposing a 50% Tariff on all Kitchen Cabinets, Bathroom Vanities, and associated products, starting October 1st, 2025. Additionally, we will be charging a 30% Tariff on Upholstered Furnitur"
2025-09-26 09:04:57,QCOM,LONG,0.005093,-0.785,-134.56,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_220,"Starting October 1st, 2025, we will be imposing a 100% Tariff on any branded or patented Pharmaceutical Product, unless a Company IS BUILDING their Pharmaceutical Manufacturing Plant in America. “IS B"
2025-09-26 09:04:21,USO,LONG,0.006139,-0.3261,-167.51,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"RT @WhiteHousePresident Donald J. Trump welcomes the elite Marine Corps Silent Drill Platoon to the Oval Office, personally presenting each member with a Presidential Challenge Coin. 🇺🇸::"
2025-09-26 09:04:29,TLT,SHORT,-0.010552,-0.1949,-33.32,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"Great Numbers came out today on the Economy (3.8%!), and the SUCCESS we are having, but our Interest Rates are too high! If it weren’t for Jerome “Too Late” Powell, we would be at 2% right now, and in"
2025-09-26 09:04:58,IEF,LONG,0.004865,-0.1216,-13.85,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"Great Numbers came out today on the Economy (3.8%!), and the SUCCESS we are having, but our Interest Rates are too high! If it weren’t for Jerome “Too Late” Powell, we would be at 2% right now, and in"
2025-09-26 09:30:50,IEF,LONG,0.002206,0.1173,13.36,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"Great Numbers came out today on the Economy (3.8%!), and the SUCCESS we are having, but our Interest Rates are too high! If it weren’t for Jerome “Too Late” Powell, we would be at 2% right now, and in"
2025-09-29 09:04:45,IEF,LONG,0.008927,-0.0845,-28.86,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"I have been briefed on the horrendous shooting that took place at the Church of Jesus Christ of Latter-day Saints, in Grand Blanc, Michigan. The FBI was immediately on scene, and will be leading the F"
2025-09-16 09:04:58,AMD,SHORT,-0.039487,0.044,5.02,0.6,GOOD,CorrelationDiscovery:-tweet_embedding_97,"RT @realDonaldTrumpWhen Foreign Companies who are building extremely complex products, machines, and various other “things,” come into the United States with massive Investments, I want them to bring "
2025-09-29 12:43:32,AMD,SHORT,-0.005429,-0.5434,-278.48,0.5,GOOD,CorrelationDiscovery:-tweet_embedding_97,"Self proclaimed New York City Communist, Zohran Mamdani, who is running for Mayor, will prove to be one of the best things to ever happen to our great Republican Party. He is going to have problems wi"
2025-09-30 09:04:23,AMD,SHORT,-0.007571,-0.3513,-119.69,0.5,GOOD,CorrelationDiscovery:-tweet_embedding_97,"Self proclaimed New York City Communist, Zohran Mamdani, who is running for Mayor, will prove to be one of the best things to ever happen to our great Republican Party. He is going to have problems wi"
2025-09-25 09:05:19,UUP,LONG,0.011564,-0.6028,-88.78,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Earlier this month I spoke with the Highly Respected President of Uzbekistan, Shavkat Mirziyoyev. Today I want to congratulate President Mirziyoyev on signing a GREAT Deal with Boeing! Worth over $8 B"
2025-10-01 18:21:20,UUP,SHORT,-0.005575,0.1191,20.24,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"The Soybean Farmers of our Country are being hurt because China is, for “negotiating” reasons only, not buying. We’ve made so much money on Tariffs, that we are going to take a small portion of that m"
2025-09-26 09:30:19,USO,LONG,0.006505,-7.0171,-7159.51,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"RT @WhiteHousePresident Donald J. Trump welcomes the elite Marine Corps Silent Drill Platoon to the Oval Office, personally presenting each member with a Presidential Challenge Coin. 🇺🇸::"
2025-09-26 09:30:16,SPY,LONG,0.003874,1.7367,549.21,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Great Numbers came out today on the Economy (3.8%!), and the SUCCESS we are having, but our Interest Rates are too high! If it weren’t for Jerome “Too Late” Powell, we would be at 2% right now, and in"
2025-10-03 18:27:29,USO,SHORT,-0.010127,0.8464,161.67,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"It is my Great Honor to endorse America First Patriot Matt Van Epps, who is running to represent the Great People of Tennessee’s 7th Congressional District. A West Point Graduate, and Combat Decorated"
2025-09-26 09:30:17,DIA,LONG,0.000367,1.5117,289.0,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"We will be imposing a 50% Tariff on all Kitchen Cabinets, Bathroom Vanities, and associated products, starting October 1st, 2025. Additionally, we will be charging a 30% Tariff on Upholstered Furnitur"
2025-10-02 09:30:00,UUP,LONG,0.007659,0.5372,86.36,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Republicans must use this opportunity of Democrat forced closure to clear out dead wood, waste, and fraud. Billions of Dollars can be saved. MAKE AMERICA GREAT AGAIN!::"
2025-10-06 09:04:32,SPY,LONG,0.004274,0.0377,18.11,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Corrupt Letitia James is costing New York State Hundreds of Billions of Dollars in lost business. No company or individual wants to be there, knowing that she’s the “Attorney General.” She is a Comple"
2025-10-06 09:05:08,DIA,LONG,0.009826,-0.427,-136.6,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"It has just come out that the Radical Left Lunatic, Jay Jones, who is running against Jason Miyares, the GREAT Attorney General in Virginia, made SICK and DEMENTED jokes, if they were jokes at all, wh"
2025-10-06 11:56:09,DIA,LONG,0.003585,0.0393,9.41,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"JUST OUT: Good news for the Holiday Season. EARLY PRICES ARE DOWN, WHILE TARIFFS ARE MAKING OUR COUNTRY AN ECONOMIC POWER AGAIN. Also, virtually NO INFLATION, AS STOCK MARKETS CONTINUALLY HIT RECORD H"
2025-10-06 11:56:09,SPY,LONG,0.001448,0.1431,34.29,0.4,GOOD,CorrelationDiscovery:-tweet_embedding_93,"JUST OUT: Good news for the Holiday Season. EARLY PRICES ARE DOWN, WHILE TARIFFS ARE MAKING OUR COUNTRY AN ECONOMIC POWER AGAIN. Also, virtually NO INFLATION, AS STOCK MARKETS CONTINUALLY HIT RECORD H"
2025-10-06 16:41:47,DIA,LONG,0.000209,0.1489,23.8,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"This morning, I had a very good telephone call with President Lula, of Brazil. We discussed many things, but it was mostly focused on the Economy, and Trade, between our two Countries. We will be havi"
2025-10-07 09:04:27,SPY,LONG,0.003539,-0.2744,-263.17,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Democrats have SHUT DOWN the United States Government right in the midst of one of the most successful Economies, including a Record Stock Market, that our Country has ever had. This has sadly affecte"
2025-10-06 09:04:37,USO,SHORT,-0.009081,0.1826,87.33,0.6,GOOD,CorrelationDiscovery:+tweet_embedding_243,"Before I became President, “OPEC” kept Oil prices high. It wasn’t right for them to do that but, in a different form, is being done again — This time by the Big Homebuilders of our Nation. They’re my "
2025-10-07 09:05:12,DIA,LONG,0.003692,-0.3855,-41.04,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"JUST OUT: Good news for the Holiday Season. EARLY PRICES ARE DOWN, WHILE TARIFFS ARE MAKING OUR COUNTRY AN ECONOMIC POWER AGAIN. Also, virtually NO INFLATION, AS STOCK MARKETS CONTINUALLY HIT RECORD H"
2025-10-07 09:30:22,SPY,LONG,0.00407,-0.163,-155.95,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Democrats have SHUT DOWN the United States Government right in the midst of one of the most successful Economies, including a Record Stock Market, that our Country has ever had. This has sadly affecte"
2025-10-07 12:52:52,USO,SHORT,-0.010431,1.3812,659.95,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"VOTE TODAY! It is my Great Honor to endorse America First Patriot Matt Van Epps, who is running to represent the Great People of Tennessee’s 7th Congressional District. A West Point Graduate, and Comb"
2025-10-08 14:58:02,USO,SHORT,-0.004066,-0.0721,-7.71,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Congressman Chris Smith is a fantastic Representative for the wonderful people of New Jersey’s 4th Congressional District! As a Senior Member of the House Committee on Foreign Affairs, Chris is fighti"
2025-10-01 09:30:17,AMD,SHORT,-0.005429,36.0123,34638.09,0.5,GOOD,CorrelationDiscovery:-tweet_embedding_97,"Self proclaimed New York City Communist, Zohran Mamdani, who is running for Mayor, will prove to be one of the best things to ever happen to our great Republican Party. He is going to have problems wi"
2025-09-16 09:04:44,NVDA,LONG,0.026134,5.3207,773.41,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_184,"RT @realDonaldTrumpWhen Foreign Companies who are building extremely complex products, machines, and various other “things,” come into the United States with massive Investments, I want them to bring "
2025-10-10 14:57:56,NVDA,SHORT,-0.036488,-1.3779,-453.31,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_184,"Some very strange things are happening in China! They are becoming very hostile, and sending letters to Countries throughout the World, that they want to impose Export Controls on each and every eleme"
2025-10-08 15:19:27,USO,SHORT,-0.003692,-5.8581,-2560.82,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Congressman Jeff Van Drew is a “MAGA” Warrior for the incredible people of New Jersey’s 2nd Congressional District! As the Chairman of the House Judiciary Subcommittee on Oversight, Jeff is doing a tr"
2025-10-15 04:00:01,USO,SHORT,-0.012337,0.5817,249.31,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"I believe that China purposefully not buying our Soybeans, and causing difficulty for our Soybean Farmers, is an Economically Hostile Act. We are considering terminating business with China having to "
2025-10-06 09:09:39,UUP,LONG,0.009352,0.4076,87.51,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Corrupt Letitia James is costing New York State Hundreds of Billions of Dollars in lost business. No company or individual wants to be there, knowing that she’s the “Attorney General.” She is a Comple"
2025-10-15 09:30:19,USO,SHORT,-0.004036,-2.5772,-1104.31,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Congressman Tom Cole is a Tremendous Champion for Oklahoma’s 4th Congressional District! As the Chairman of the POWERFUL House Appropriations Committee, Tom knows the America First Policies required t"
2025-10-21 09:30:18,USO,LONG,0.009611,2.2444,1437.43,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Jack Ciattarelli, the wonderful New Jersey Gubernatorial Candidate that is doing very well in the Polls against a very Fake and Corrupt Mikie Sherrill, will bring Energy prices down in New Jersey by r"
2025-10-08 14:57:49,SPY,LONG,0.005818,-0.6887,-98.9,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Congressman Chris Smith is a fantastic Representative for the wonderful people of New Jersey’s 4th Congressional District! As a Senior Member of the House Committee on Foreign Affairs, Chris is fighti"
